,Unnamed: 0,Unnamed: 1,row,item,condition,ambiguity,Sentence,token,word,word_pos,sum_surprisal,irrelevant,irrelevant2,disamb_0idx,lg_freq,len,spillover_1,spillover_2,subject
924,924,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_1
925,925,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_2
926,926,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_3
927,927,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_4
928,928,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_5
929,929,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_6
930,930,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_7
931,931,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_8
932,932,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_9
933,933,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_10
934,934,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_11
935,935,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_12
936,936,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_13
937,937,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_14
938,938,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_15
939,939,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_16
940,940,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_17
941,941,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_18
942,942,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_19
943,943,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_20
944,944,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_21
945,945,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_22
946,946,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_23
947,947,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_24
948,948,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_25
949,949,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_26
950,950,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_27
951,951,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_28
952,952,12,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",his,his,12,3.0085718631744385,13.0,14.0,12.0,18.80531878371456,3,0.6705582141876221,10.87907600402832,fp_29
